user name,user level,positive or negative,total playing time,number of helpful,content,Action,Adventure,Racing,RPG,Simulation,Sports,Strategy
http://steamcommunity.com/id/gopherboy76/,13,1,43.5 hrs on record,"
				175 of 180 people (97%) found this review helpful			","
Posted: November 27, 2013
												I originally bought this game as a hard copy so my steam account hasn't logged the probable 100+ hours of game-play I've had from this game.A fan of the old Command & Conquer games, this appealed and did not disappoint at all.Firstly, the game play can be picked up very easily and the campaigns are a great way to get to handle the more in depth details as you play through the game and also the factions.This game, however, came into it's own with the Skirmish option. Single player is always fun to pass the time and release stress by pummelling several opponents into dust. BUT for maximum enjoyment definitely has to be multi-player.Once my friends and I hooked this up through a network (internet also) say goodbye to a decent nights sleep. The battles were epic, the scale was huge and most games started out as build a HUGE army and just slaughter your friends.This does get a little overpowered at times but with the options to ban certain units/grades, etc. Then the battles became more interesting.A friend would attack, you'd figure out a good line of defence, they go back and try work around that defence, you attack your way, they figure out another defence, etc... it was♥♥♥♥♥for tat battle that kept your ideas and strategies rotating and constantly developing.In the years I've owned this game, it's never lost it's appeal. The graphics are nice & finely detailed, controls are very easy and bulk unit commands are simple, way points & patrols are easy to set. All in all a great strategy game BUT I'd highly recommend multi-player for a long lasting experience.(After SupCom, I'd purchase C&C 4 and was very disappointed. Thinking about it, I've not played C&C since but instead gone with the SupCom expansion and SupCom2)			",0,0,0,0,0,0,0
http://steamcommunity.com/profiles/76561197994280250/,9,1,35.6 hrs on record,"
				104 of 118 people (88%) found this review helpful			","
Posted: November 28, 2013
												together with forged alliance this is the best RTS i have played so far.avoid supreme commander 2, its a dumbed down shadow of its former self.			",0,0,0,0,0,0,0
http://steamcommunity.com/profiles/76561198066022008/,12,1,21.1 hrs on record,"
				57 of 74 people (77%) found this review helpful			","
Posted: December 30, 2013
												I purchased this game because it was familiar to my most valued game "" Total Annihilation"" almost noone knows what that game is but those who do know, welcome to greatness and your life id grand. Anyone know this game?			",36,1,0,3,6,1,4
http://steamcommunity.com/profiles/76561198136598742/,5,1,29.1 hrs on record,"
				105 of 115 people (91%) found this review helpful11 people found this review funny			","
Posted: November 7, 2014
												if the game dosent work here is how:go to computer c:/ (or what ever hard drive you have the game instaled to) /steam/steamliberary/steamapp/common/supremecommander/bin. find the .exe file and right click go to propertys/compatability, the first option should be compatability mode, check it off and set the thing to windows xp(sp3) hit apply and then ok and go to steam and run it. your welcomethe game is good btw 11/10 would bang again			",0,0,0,0,0,0,0
http://steamcommunity.com/id/solarpulsar/,114,1,155.2 hrs on record,"
				91 of 99 people (92%) found this review helpful6 people found this review funny			","
Posted: November 6, 2015
												I have now bought this game three times. I bought it on release for full price, lost the disk, rebought the game on disc a few years later, thats been lost forever, and i bought it a THIRD time and i still feel that i havent spent enough money to justify all the entertainment i've gotten from this game over the years. That tells you all you need to know, this is one of the best RTS games of all time. I've always thought Total Annihilation was the most underrated RTS ever made, and this spiritual successor does it even better. I will play this game in 20 years just like how i still play Total Annihilation even to this day.You didnt come here to find out how the game plays, you want to know if its worth it or not. Well, this game has been out for a long time. All the info is already there for you. If you are a casual RTS fan, love giant robots and armies, enjoy building gigantic sprawling bases and high level strategy, all mixed with a decent to solid single player campaign, and great balance, you should definitely get this game, especially on sale.Forged Alliance, the expansion, is also great and has the most players playing multiplayer. But to me the original will always hold a special place in my heart. Plus it seems more stable and the 4th race never quite felt as fluid or fun as the original three.My third favorite RTS ever after SC:BW and DoW: Dark Crusade / Soulstorm.UEF for life10/10			",0,0,0,0,0,0,0
http://steamcommunity.com/id/TrueChaoSxTcS/,21,1,10.6 hrs on record,"
				51 of 54 people (94%) found this review helpful			","
Posted: December 3, 2013
												I've only put an hour into this game as of recommending this, but I have to say, I'm definitely going to enjoy this game. The problem with many other games is that making a sizable army can take forever, and it never really feels like a true large scale battle (the only exception I can name that I've enjoyed being Battle for Middle Earth 2, when you can have 5+ barracks sending wave after wave into a battle zone).This game takes large scale strategy warfare to a whole new level, even introducing artillery that can fire for seemingly kilometers right into the enemy base, bringing a hint of objective gameplay into multiplayer matches, where you may be forced to take out the enemy artillery to protect the integrity of your base.I have encountered issues launching this game on Windows 7, however, but that was solved by launching the game in Windows XP Compatibility mode, so it's not a major issue.To keep it short, hell yes, I recommend this game.			",0,0,0,0,0,0,0
http://steamcommunity.com/id/Joseplh/,21,1,5.7 hrs on record,"
				35 of 36 people (97%) found this review helpful			","
Posted: March 4, 2014
												Years ago, I found this gem in the bargain bin in Wal-Mart and instantly fell in love.  For an old game it still runs well and was one of the few games (even today) to be optimized for four cores.  It needs that power to run because you will have awesome battles of an epic proportion. Each player can have up to a thousand units on the field at any one time.  Even for an RTS game with thousands of units being rendered at the same time the units are well detailed and animated.  Sup com is also the only game I have that supports multiple monitors, which is nice.  It is too bad that there is no longer any supported multiplayer, but Sup Com Forged alliance does have multiplayer with Forged Alliance Forever, which is run by fans of the game around the world.  The fans of Sup Com have even added support for mods and up to 12 player games, which is astounding with the fact that each player can have a thousand units.Great Game, I recommend getting both Sup Com and Sup Com Forged Alliance. For $3.74 it is a steal and even for full price, it is worth it.  I do not suggest getting Sup Com 2, which was developed by a different company and the multiplayer is truely dead. ",0,0,0,0,0,0,0
http://steamcommunity.com/profiles/76561197972489939/,10,1,12.3 hrs on record,"
				29 of 30 people (97%) found this review helpful1 person found this review funny			","
Posted: April 19, 2015
												An awesome game. I like to take my time, fortify my base, build up my forces before i take on the enemy. Something i find this game encourages. You do not want to rush things, because once the map shifts you could be facing a new enemy from a new direction. And if you just lost most of your fleet or aircraft taking that earlier objective in a rush, the enemy will whittle you down. They might not get you on the first wave, but by the 5th they'll be through your defenses lighting your factories on fire, taking away your ability to rebuild the army you had. But if you took your time, that first army can hold the line, while you build a second to tear the enemy a new hole.It's not a visually pleasing powerhouse, but it renders the units and explosions nicely. The story is fairly standard, as such games go. Pick a side and fight the other sides, who are evil. (off course pick an other side and you're old side is just as evil to them) Eventually leading to a climactic battle.			",0,0,0,0,0,0,0
http://steamcommunity.com/id/Mattz96/,21,1,17.4 hrs on record,"
				27 of 29 people (93%) found this review helpful			","
Posted: June 20, 2014
												I bought Supreme Commander so I could play another Real-time strategy other than Command & Conquer or Sins of a Solar Empire. What I found is that this game is what you would get if you mixed the two. Supreme Commander has the Epic scale and resource management of Sins, but the Micromanagement and the strategy of C&C. Gameplay - Able to run at Full graphical quality on even today's entry level cards, this game is set for the future, as it was one of the 1st games to boast Multi-core support. The attention to detail n this game is amazing, being able to zoom in to your smallest units and then out to see an entire army, then to the entire battlefield is a concept only seen in Sins.Graphics - The Graphics are okay for a game from 2008, which is probably why it runs so smoothly.Soundtrack - The soundtrack is only really noticeable on the menu and in battles, as every other time you are concentrating on building a massive armyIf this game is  on sale, it's a good offer, so if you have nothing else to buy, this could be a good choice.			",0,0,0,0,0,0,0
http://steamcommunity.com/id/true_meat_grinder/,54,1,5.7 hrs on record,"
				33 of 35 people (94%) found this review helpful2 people found this review funny			","
Posted: December 18, 2014
												Why you should play this game:-This is Total Annihilation on steroids. Except it is fatter, better, faster, stronger. -Puts the word Strategy into RTS. Really teaches strategic thinking. Allows planning logistics, which is very useful, as you will move thousands of units across insanely huge maps.-Big fat tech tree, with big fat city-sized units at the top of it. -Multi-screen support. -Picture. Looks great in 2014, and this is a 2007-made game. ",0,0,0,0,0,0,0
